"data_id","language","form","age","gender","mom_ed","comprehension","production"
52924,"English","WS",27,"Female","Graduate",571,571
52925,"English","WS",27,"Female","College",531,531
52926,"English","WS",27,"Female","Some College",421,421
52927,"English","WS",27,"Female","College",490,490
52928,"English","WS",27,"Male","Some College",147,147
52929,"English","WS",26,"Female","Secondary",590,590
52930,"English","WS",29,"Male","College",480,480
52931,"English","WS",26,"Male","Some Graduate",468,468
52932,"English","WS",26,"Female","Some Graduate",214,214
52933,"English","WS",26,"Male","College",442,442
52934,"English","WS",25,"Female","Graduate",479,479
52935,"English","WS",25,"Female","Secondary",148,148
52936,"English","WS",25,"Female","College",494,494
52937,"English","WS",24,"Male","Some College",79,79
52938,"English","WS",24,"Female","College",176,176
52939,"English","WS",23,"Female","College",446,446
52940,"English","WS",23,"Male","Some College",395,395
52941,"English","WS",23,"Male","College",371,371
52942,"English","WS",22,"Male","Some College",488,488
52943,"English","WS",22,"Female","Some College",388,388
52944,"English","WS",22,"Female","Some Graduate",495,495
52945,"English","WS",22,"Male","College",81,81
52946,"English","WS",22,"Female","Some College",125,125
52947,"English","WS",22,"Female","Some Graduate",291,291
52948,"English","WS",20,"Male","Some College",142,142
52949,"English","WS",20,"Male","College",47,47
52950,"English","WS",19,"Female","Some College",182,182
52951,"English","WS",18,"Female","College",15,15
52952,"English","WS",18,"Male","Graduate",14,14
52953,"English","WS",18,"Male","College",52,52
52954,"English","WS",17,"Male","College",43,43
52955,"English","WS",16,"Male","Some Secondary",11,11
52956,"English","WS",25,"Male","College",366,366
52957,"English","WS",27,"Male","Graduate",507,507
52958,"English","WS",29,"Male","Some College",462,462
52959,"English","WS",29,"Male","Graduate",442,442
52960,"English","WS",29,"Female","Some College",150,150
52961,"English","WS",28,"Male","Graduate",426,426
52962,"English","WS",22,"Male","Some College",36,36
52963,"English","WS",21,"Male","Some Graduate",93,93
52964,"English","WS",16,"Female","College",50,50
52965,"English","WS",22,"Female","Secondary",73,73
52966,"English","WS",16,"Female","College",60,60
52967,"English","WS",18,"Male","College",13,13
52968,"English","WS",19,"Female","College",50,50
52969,"English","WS",29,"Male","Some College",309,309
52970,"English","WS",29,"Female","Secondary",625,625
52971,"English","WS",22,"Male","Graduate",442,442
52972,"English","WS",16,"Female","Some College",43,43
52973,"English","WS",21,"Male","College",344,344
52974,"English","WS",24,"Male","College",262,262
52975,"English","WS",25,"Male","Some College",377,377
52976,"English","WS",24,"Male","Some College",137,137
52977,"English","WS",28,"Male","Graduate",626,626
52978,"English","WS",16,"Female","Some College",45,45
52979,"English","WS",17,"Male","Some College",38,38
52980,"English","WS",17,"Male","Some College",72,72
52981,"English","WS",23,"Male","College",193,193
52982,"English","WS",24,"Male","Graduate",522,522
52983,"English","WS",16,"Male","College",10,10
52984,"English","WS",16,"Female","College",42,42
52985,"English","WS",16,"Male","Some College",82,82
52986,"English","WS",16,"Female","College",97,97
52987,"English","WS",16,"Female","Graduate",118,118
52988,"English","WS",24,"Male","College",42,42
52989,"English","WS",24,"Female","College",57,57
52990,"English","WS",24,"Male","Secondary",402,402
52991,"English","WS",24,"Female","College",610,610
52992,"English","WS",27,"Male","College",461,461
52993,"English","WS",24,"Female","Secondary",540,540
52994,"English","WS",24,"Male","College",619,619
52995,"English","WS",18,"Male","College",65,65
52996,"English","WS",17,"Female","Graduate",104,104
52997,"English","WS",16,"Female","College",21,21
52998,"English","WS",18,"Male","Graduate",25,25
52999,"English","WS",18,"Male","College",44,44
53000,"English","WS",18,"Male","Graduate",45,45
53001,"English","WS",20,"Male","Some College",18,18
53002,"English","WS",29,"Male","Some College",33,33
53003,"English","WS",19,"Female","Some College",46,46
53004,"English","WS",20,"Female","College",96,96
53005,"English","WS",21,"Male","College",361,361
53006,"English","WS",21,"Female","Some College",140,140
53007,"English","WS",21,"Male","College",465,465
53008,"English","WS",22,"Male","Some Graduate",146,146
53009,"English","WS",22,"Female","Some College",42,42
53010,"English","WS",22,"Male","Graduate",488,488
53011,"English","WS",25,"Male","College",303,303
53012,"English","WS",25,"Male","College",444,444
53013,"English","WS",26,"Male","Graduate",410,410
53014,"English","WS",27,"Female","Graduate",407,407
53015,"English","WS",27,"Male","College",416,416
53016,"English","WS",27,"Female","College",578,578
53017,"English","WS",28,"Female","College",520,520
53018,"English","WS",24,"Male","College",43,43
53019,"English","WS",24,"Male","College",300,300
53020,"English","WS",26,"Male","Some Graduate",631,631
53021,"English","WS",28,"Male","Some College",150,150
53022,"English","WS",28,"Female","Graduate",468,468
53023,"English","WS",27,"Male","College",416,416
53024,"English","WS",25,"Male","Graduate",569,569
53025,"English","WS",25,"Female","Graduate",546,546
53026,"English","WS",25,"Male","Some College",274,274
53027,"English","WS",24,"Male","Some College",278,278
53028,"English","WS",24,"Female","College",383,383
53029,"English","WS",23,"Female","Some College",471,471
53030,"English","WS",21,"Female","College",55,55
53031,"English","WS",21,"Female","College",289,289
53032,"English","WS",21,"Male","College",295,295
53033,"English","WS",20,"Male","Graduate",452,452
53034,"English","WS",20,"Male","College",34,34
53035,"English","WS",19,"Female","Secondary",110,110
53036,"English","WS",18,"Male","College",50,50
53037,"English","WS",16,"Male","Some Graduate",31,31
53038,"English","WS",16,"Female","Some Graduate",27,27
53039,"English","WS",28,"Male","Secondary",475,475
53040,"English","WS",18,"Male","College",26,26
53041,"English","WS",25,"Male","Some College",605,605
53042,"English","WS",21,"Male","College",131,131
53043,"English","WS",23,"Female","Some Graduate",556,556
53044,"English","WS",28,"Female","Some College",424,424
53045,"English","WS",27,"Male","College",648,648
53046,"English","WS",27,"Female","Some College",629,629
53047,"English","WS",23,"Female","College",308,308
53048,"English","WS",19,"Male","College",306,306
53049,"English","WS",18,"Male","Some College",118,118
53050,"English","WS",24,"Female","College",389,389
53051,"English","WS",23,"Male","Some College",377,377
53052,"English","WS",23,"Female","College",517,517
53053,"English","WS",25,"Male","College",390,390
53054,"English","WS",17,"Female","Some College",34,34
53055,"English","WS",29,"Male","College",483,483
53056,"English","WS",23,"Female","College",504,504
53057,"English","WS",27,"Male","Graduate",590,590
53058,"English","WS",24,"Female","Secondary",415,415
53059,"English","WS",23,"Female","Some College",344,344
53060,"English","WS",21,"Male","Some College",130,130
53061,"English","WS",17,"Female","College",98,98
53062,"English","WS",27,"Male","College",17,17
53063,"English","WS",23,"Female","Secondary",386,386
53064,"English","WS",23,"Female","Secondary",338,338
53065,"English","WS",23,"Female","College",243,243
53066,"English","WS",20,"Female","Some College",145,145
53067,"English","WS",28,"Female","College",237,237
53068,"English","WS",26,"Male","Some Graduate",420,420
53069,"English","WS",25,"Male","College",186,186
53070,"English","WS",24,"Female","College",371,371
53071,"English","WS",24,"Male","Some College",498,498
53072,"English","WS",23,"Male","College",132,132
53073,"English","WS",23,"Female","Secondary",254,254
53074,"English","WS",24,"Female","Some College",543,543
53075,"English","WS",24,"Male","Graduate",262,262
53076,"English","WS",27,"Female","Secondary",580,580
53077,"English","WS",18,"Female","Some College",32,32
53078,"English","WS",24,"Male","College",197,197
53079,"English","WS",23,"Female","Some College",262,262
53080,"English","WS",26,"Male","Some Graduate",553,553
53081,"English","WS",24,"Female","Secondary",479,479
53082,"English","WS",24,"Male","College",317,317
53083,"English","WS",17,"Male","College",49,49
53084,"English","WS",17,"Female","Graduate",167,167
53085,"English","WS",16,"Female","Some College",51,51
53086,"English","WS",30,"Female","College",636,636
53087,"English","WS",16,"Male","College",15,15
53088,"English","WS",16,"Male","Graduate",9,9
53089,"English","WS",16,"Male","College",67,67
53090,"English","WS",20,"Female","Some College",284,284
53091,"English","WS",20,"Female","Secondary",264,264
53092,"English","WS",20,"Male","Some Graduate",49,49
53093,"English","WS",20,"Male","College",72,72
53094,"English","WS",20,"Female","College",261,261
53095,"English","WS",20,"Female","Some College",393,393
53096,"English","WS",18,"Female","College",36,36
53097,"English","WS",19,"Male","Some College",20,20
53098,"English","WS",20,"Male","Graduate",32,32
53099,"English","WS",20,"Female","College",221,221
53100,"English","WS",19,"Female","Graduate",169,169
53101,"English","WS",19,"Male","Graduate",60,60
53102,"English","WS",19,"Male","College",8,8
53103,"English","WS",20,"Male","College",188,188
53104,"English","WS",20,"Male","Some College",170,170
53105,"English","WS",20,"Male","College",98,98
53106,"English","WS",30,"Male","Some College",613,613
53107,"English","WS",30,"Male","Graduate",514,514
53108,"English","WS",30,"Female","Some Secondary",451,451
53109,"English","WS",30,"Female","Graduate",432,432
53110,"English","WS",30,"Male","College",562,562
53111,"English","WS",30,"Male","Some Graduate",388,388
53113,"English","WS",16,"Male","Graduate",26,26
53114,"English","WS",16,"Male","Some College",18,18
53115,"English","WS",16,"Female","Graduate",24,24
53116,"English","WS",16,"Male","Graduate",75,75
53117,"English","WS",16,"Female","Graduate",74,74
53118,"English","WS",16,"Female","College",294,294
53119,"English","WS",16,"Female","College",51,51
53120,"English","WS",16,"Female","Some College",62,62
53121,"English","WS",16,"Female","Some Graduate",35,35
53122,"English","WS",16,"Female","College",21,21
53123,"English","WS",16,"Male","Some College",5,5
53124,"English","WS",16,"Female","College",49,49
53125,"English","WS",16,"Male","College",20,20
53126,"English","WS",16,"Female","College",49,49
53127,"English","WS",16,"Female","Graduate",8,8
53128,"English","WS",16,"Female","Some College",24,24
53129,"English","WS",16,"Female","Graduate",106,106
53130,"English","WS",16,"Female","College",18,18
53131,"English","WS",16,"Female","Graduate",13,13
53132,"English","WS",16,"Male","Graduate",52,52
53133,"English","WS",16,"Female","Graduate",129,129
53134,"English","WS",16,"Female","College",45,45
53135,"English","WS",16,"Male","Some College",10,10
53136,"English","WS",16,"Male","Graduate",57,57
53137,"English","WS",16,"Male","Graduate",71,71
53138,"English","WS",16,"Male","College",185,185
53139,"English","WS",16,"Male","College",344,344
53140,"English","WS",16,"Male","Some Graduate",15,15
53141,"English","WS",16,"Female","Some Graduate",238,238
53142,"English","WS",16,"Male","College",1,1
53143,"English","WS",16,"Female","Graduate",20,20
53144,"English","WS",16,"Male","Graduate",261,261
53145,"English","WS",16,"Male","Some College",4,4
53146,"English","WS",16,"Female","Graduate",104,104
53147,"English","WS",16,"Female","Graduate",8,8
53148,"English","WS",16,"Female","Graduate",28,28
53149,"English","WS",16,"Female","Some College",34,34
53150,"English","WS",16,"Male","College",44,44
53151,"English","WS",16,"Female","Graduate",5,5
53152,"English","WS",16,"Female","Some College",397,397
53153,"English","WS",16,"Male","Graduate",17,17
53154,"English","WS",16,"Male","Some College",14,14
53155,"English","WS",16,"Female","College",48,48
53156,"English","WS",16,"Female","Graduate",7,7
53157,"English","WS",16,"Male","College",45,45
53158,"English","WS",16,"Male","Graduate",25,25
53159,"English","WS",16,"Female","Graduate",16,16
53160,"English","WS",16,"Male","Secondary",25,25
53161,"English","WS",16,"Male","Some Graduate",4,4
53162,"English","WS",16,"Male","Graduate",10,10
53163,"English","WS",16,"Male","Graduate",18,18
53164,"English","WS",16,"Female","College",15,15
53165,"English","WS",16,"Male","College",82,82
53166,"English","WS",16,"Male","Secondary",60,60
53167,"English","WS",16,"Female","Graduate",119,119
53168,"English","WS",16,"Male","Some College",11,11
53169,"English","WS",16,"Male","Some College",36,36
53170,"English","WS",16,"Male","Graduate",18,18
53171,"English","WS",16,"Male","Graduate",33,33
53172,"English","WS",16,"Male","College",265,265
53173,"English","WS",16,"Male","Some Graduate",30,30
53174,"English","WS",16,"Female","Graduate",62,62
53175,"English","WS",16,"Female","Graduate",182,182
53176,"English","WS",16,"Female","Secondary",30,30
53177,"English","WS",16,"Male","Some College",14,14
53178,"English","WS",16,"Female","Graduate",74,74
53179,"English","WS",16,"Male","College",9,9
53180,"English","WS",16,"Female","College",1,1
53181,"English","WS",16,"Female","Graduate",29,29
53182,"English","WS",16,"Male","Some College",6,6
53183,"English","WS",16,"Male","Graduate",5,5
53184,"English","WS",16,"Female","Graduate",7,7
53185,"English","WS",16,"Female","Some College",137,137
53186,"English","WS",16,"Male","Graduate",82,82
53187,"English","WS",16,"Female","College",32,32
53188,"English","WS",16,"Female","College",101,101
53189,"English","WS",16,"Female","Graduate",73,73
53190,"English","WS",16,"Female","Some Graduate",241,241
53191,"English","WS",16,"Male","College",243,243
53192,"English","WS",16,"Female","Graduate",18,18
53193,"English","WS",16,"Female","College",36,36
53194,"English","WS",16,"Female","College",24,24
53195,"English","WS",16,"Male","College",118,118
53196,"English","WS",16,"Female","Graduate",145,145
53197,"English","WS",16,"Male","Graduate",9,9
53198,"English","WS",16,"Female","College",117,117
53199,"English","WS",16,"Male","College",36,36
53200,"English","WS",16,"Male","Some Graduate",33,33
53201,"English","WS",16,"Male","Graduate",23,23
53202,"English","WS",16,"Male","Graduate",22,22
53203,"English","WS",16,"Female","College",21,21
53204,"English","WS",16,"Female","Graduate",315,315
53205,"English","WS",16,"Male","College",1,1
53206,"English","WS",16,"Male","College",167,167
53207,"English","WS",16,"Female","Graduate",10,10
53208,"English","WS",16,"Female","Graduate",62,62
53209,"English","WS",16,"Male","Some College",13,13
53210,"English","WS",16,"Female","Some College",92,92
53211,"English","WS",16,"Female","Graduate",336,336
53212,"English","WS",16,"Male","Graduate",3,3
53213,"English","WS",16,"Female","Graduate",41,41
53214,"English","WS",16,"Female","College",252,252
53215,"English","WS",16,"Male","Some College",61,61
53216,"English","WS",16,"Male","Some Graduate",4,4
53217,"English","WS",16,"Male","Some College",6,6
53218,"English","WS",16,"Male","College",17,17
53219,"English","WS",16,"Female","Secondary",66,66
53220,"English","WS",16,"Male","Secondary",0,0
53221,"English","WS",16,"Female","Some Graduate",39,39
53222,"English","WS",16,"Male","College",46,46
53223,"English","WS",16,"Female","Some College",52,52
53224,"English","WS",16,"Male","Graduate",243,243
53225,"English","WS",16,"Male","Secondary",27,27
53226,"English","WS",16,"Female","Graduate",10,10
53227,"English","WS",17,"Female","Graduate",65,65
53228,"English","WS",17,"Female","Graduate",11,11
53229,"English","WS",17,"Female","College",50,50
53230,"English","WS",17,"Male","Graduate",2,2
53231,"English","WS",17,"Male","Graduate",32,32
53232,"English","WS",17,"Male","Some College",13,13
53233,"English","WS",17,"Female","Some Graduate",155,155
53234,"English","WS",17,"Male","Some College",46,46
53235,"English","WS",17,"Male","Some College",39,39
53236,"English","WS",17,"Male","Some College",16,16
53237,"English","WS",17,"Female","Graduate",79,79
53238,"English","WS",17,"Female","Graduate",24,24
53239,"English","WS",17,"Female","Graduate",18,18
53240,"English","WS",17,"Female","Graduate",27,27
53241,"English","WS",17,"Female","College",99,99
53242,"English","WS",17,"Female","Graduate",25,25
53243,"English","WS",17,"Male","College",18,18
53244,"English","WS",17,"Female","College",54,54
53245,"English","WS",17,"Male","Some Graduate",41,41
53246,"English","WS",17,"Male","College",39,39
53247,"English","WS",17,"Male","Graduate",13,13
53248,"English","WS",17,"Male","Some Graduate",14,14
53249,"English","WS",17,"Female","Secondary",17,17
53250,"English","WS",17,"Female","College",11,11
53251,"English","WS",17,"Female","College",221,221
53252,"English","WS",17,"Female","Some College",269,269
53253,"English","WS",17,"Male","College",22,22
53254,"English","WS",17,"Male","Some College",148,148
53255,"English","WS",17,"Male","Graduate",53,53
53256,"English","WS",17,"Female","College",63,63
53257,"English","WS",17,"Female","Graduate",18,18
53258,"English","WS",17,"Male","Secondary",52,52
53259,"English","WS",17,"Female","College",6,6
53260,"English","WS",17,"Male","College",48,48
53261,"English","WS",17,"Male","Some Graduate",16,16
53262,"English","WS",17,"Male","Graduate",46,46
53263,"English","WS",17,"Male","Graduate",20,20
53264,"English","WS",17,"Female","Graduate",62,62
53265,"English","WS",17,"Female","College",88,88
53266,"English","WS",17,"Female","College",38,38
53267,"English","WS",17,"Female","College",118,118
53268,"English","WS",17,"Female","College",43,43
53269,"English","WS",17,"Female","Some College",8,8
53270,"English","WS",17,"Female","Graduate",36,36
53271,"English","WS",17,"Female","Graduate",5,5
53272,"English","WS",17,"Female","Graduate",11,11
53273,"English","WS",17,"Female","Some College",40,40
53274,"English","WS",17,"Female","Graduate",5,5
53275,"English","WS",18,"Male","Graduate",102,102
53276,"English","WS",18,"Male","Some College",174,174
53277,"English","WS",18,"Male","Graduate",44,44
53278,"English","WS",18,"Male","College",67,67
53279,"English","WS",18,"Male","Some College",20,20
53280,"English","WS",18,"Female","College",127,127
53281,"English","WS",18,"Female","College",33,33
53282,"English","WS",18,"Female","Graduate",33,33
53283,"English","WS",18,"Female","Graduate",15,15
53284,"English","WS",18,"Male","Graduate",31,31
53285,"English","WS",18,"Female","Some College",49,49
53286,"English","WS",18,"Female","Some Graduate",87,87
53287,"English","WS",18,"Female","Graduate",33,33
53288,"English","WS",18,"Female","College",77,77
53289,"English","WS",18,"Female","Graduate",123,123
53290,"English","WS",18,"Male","College",0,0
53291,"English","WS",18,"Male","Secondary",19,19
53292,"English","WS",18,"Female","College",89,89
53293,"English","WS",18,"Male","College",16,16
53294,"English","WS",18,"Male","College",223,223
53295,"English","WS",18,"Male","Some College",10,10
53296,"English","WS",18,"Female","College",478,478
53297,"English","WS",18,"Male","College",45,45
53298,"English","WS",18,"Female","College",28,28
53299,"English","WS",18,"Male","Some Secondary",79,79
53300,"English","WS",18,"Male","Graduate",210,210
53301,"English","WS",18,"Male","Graduate",191,191
53302,"English","WS",18,"Female","Some College",85,85
53303,"English","WS",18,"Female","Secondary",346,346
53304,"English","WS",18,"Male","Some Graduate",119,119
53305,"English","WS",18,"Male","Some Secondary",55,55
53306,"English","WS",18,"Female","College",59,59
53307,"English","WS",18,"Female","Secondary",82,82
53308,"English","WS",18,"Male","Graduate",375,375
53309,"English","WS",18,"Male","Graduate",18,18
53310,"English","WS",18,"Male","College",90,90
53311,"English","WS",18,"Male","Some College",15,15
53312,"English","WS",18,"Male","Some College",26,26
53313,"English","WS",18,"Female","Graduate",52,52
53314,"English","WS",18,"Female","Some Secondary",100,100
53315,"English","WS",18,"Female","Graduate",4,4
53316,"English","WS",18,"Female","College",44,44
53317,"English","WS",18,"Male","College",170,170
53318,"English","WS",18,"Male","College",185,185
53319,"English","WS",18,"Male","College",91,91
53320,"English","WS",18,"Male","College",159,159
53321,"English","WS",18,"Female","Some College",268,268
53322,"English","WS",18,"Female","Some College",262,262
53323,"English","WS",18,"Male","College",11,11
53324,"English","WS",18,"Female","Graduate",56,56
53325,"English","WS",18,"Male","Graduate",25,25
53326,"English","WS",18,"Male","College",49,49
53327,"English","WS",18,"Female","Graduate",18,18
53328,"English","WS",18,"Female","Some Graduate",79,79
53329,"English","WS",18,"Male","Graduate",97,97
53330,"English","WS",18,"Male","Some College",27,27
53331,"English","WS",18,"Female","College",69,69
53332,"English","WS",18,"Male","Graduate",30,30
53333,"English","WS",18,"Male","College",322,322
53334,"English","WS",18,"Male","Secondary",8,8
53335,"English","WS",18,"Female","Graduate",28,28
53336,"English","WS",18,"Female","College",183,183
53337,"English","WS",18,"Female","Graduate",103,103
53338,"English","WS",18,"Female","College",5,5
53339,"English","WS",18,"Female","Graduate",85,85
53340,"English","WS",18,"Female","College",77,77
53341,"English","WS",18,"Male","Some College",14,14
53342,"English","WS",18,"Female","Graduate",27,27
53343,"English","WS",18,"Female","Graduate",18,18
53344,"English","WS",18,"Male","Some College",130,130
53345,"English","WS",18,"Female","College",301,301
53346,"English","WS",18,"Female","Some Graduate",502,502
53347,"English","WS",18,"Male","College",250,250
53348,"English","WS",18,"Female","Some Secondary",212,212
53349,"English","WS",18,"Female","Some Graduate",273,273
53350,"English","WS",18,"Male","Secondary",42,42
53351,"English","WS",18,"Male","Graduate",242,242
53352,"English","WS",18,"Female","College",239,239
53353,"English","WS",18,"Male","Graduate",20,20
53354,"English","WS",18,"Male","Graduate",33,33
53355,"English","WS",18,"Male","Graduate",17,17
53356,"English","WS",18,"Female","Graduate",16,16
53357,"English","WS",18,"Female","Some College",249,249
53358,"English","WS",18,"Female","College",18,18
53359,"English","WS",18,"Female","College",123,123
53360,"English","WS",18,"Female","Graduate",86,86
53361,"English","WS",18,"Male","College",75,75
53362,"English","WS",18,"Male","College",26,26
53363,"English","WS",18,"Male","College",141,141
53364,"English","WS",18,"Male","Graduate",46,46
53365,"English","WS",18,"Male","Some College",83,83
53366,"English","WS",18,"Male","Graduate",114,114
53367,"English","WS",18,"Male","College",280,280
53368,"English","WS",18,"Male","College",109,109
53369,"English","WS",18,"Female","Some College",31,31
53370,"English","WS",18,"Female","Graduate",75,75
53371,"English","WS",18,"Male","Some College",35,35
53372,"English","WS",18,"Female","Graduate",76,76
53373,"English","WS",18,"Female","College",145,145
53374,"English","WS",18,"Female","Graduate",121,121
53375,"English","WS",18,"Female","Graduate",64,64
53376,"English","WS",18,"Male","College",23,23
53377,"English","WS",18,"Male","College",18,18
53378,"English","WS",18,"Male","College",85,85
53379,"English","WS",18,"Female","Some Graduate",85,85
53380,"English","WS",18,"Male","Graduate",22,22
53381,"English","WS",18,"Male","Graduate",347,347
53382,"English","WS",18,"Male","Graduate",193,193
53383,"English","WS",18,"Male","Graduate",105,105
53384,"English","WS",19,"Female","College",209,209
53385,"English","WS",19,"Male","Graduate",40,40
53386,"English","WS",19,"Male","Graduate",244,244
53387,"English","WS",19,"Male","College",29,29
53388,"English","WS",19,"Female","Graduate",245,245
53389,"English","WS",19,"Female","Some College",19,19
53390,"English","WS",19,"Male","College",73,73
53391,"English","WS",19,"Male","Some College",42,42
53392,"English","WS",19,"Female","Graduate",18,18
53393,"English","WS",19,"Female","Graduate",130,130
53394,"English","WS",19,"Male","Graduate",239,239
53395,"English","WS",19,"Female","Some College",65,65
53396,"English","WS",19,"Male","College",261,261
53397,"English","WS",19,"Female","College",466,466
53398,"English","WS",19,"Male","College",51,51
53399,"English","WS",19,"Female","Graduate",79,79
53400,"English","WS",19,"Male","Some College",22,22
53401,"English","WS",19,"Male","Graduate",21,21
53402,"English","WS",19,"Male","Graduate",85,85
53403,"English","WS",19,"Male","Some Graduate",14,14
53404,"English","WS",19,"Male","College",135,135
53405,"English","WS",19,"Male","College",36,36
53406,"English","WS",19,"Female","Some College",59,59
53407,"English","WS",19,"Male","Graduate",42,42
53408,"English","WS",19,"Female","Some College",72,72
53409,"English","WS",19,"Female","Graduate",160,160
53410,"English","WS",19,"Male","Some College",26,26
53411,"English","WS",19,"Female","College",135,135
53412,"English","WS",19,"Female","Graduate",151,151
53413,"English","WS",19,"Male","College",16,16
53414,"English","WS",19,"Female","Some College",139,139
53415,"English","WS",19,"Female","College",5,5
53416,"English","WS",19,"Male","Graduate",246,246
53417,"English","WS",19,"Male","Some Secondary",50,50
53418,"English","WS",19,"Female","Some College",30,30
53419,"English","WS",19,"Female","Graduate",53,53
53420,"English","WS",19,"Male","Graduate",17,17
53421,"English","WS",19,"Male","Secondary",109,109
53422,"English","WS",19,"Male","Some College",19,19
53423,"English","WS",19,"Female","Secondary",204,204
53424,"English","WS",19,"Male","Graduate",33,33
53425,"English","WS",19,"Female","Graduate",72,72
53426,"English","WS",19,"Male","Graduate",84,84
53427,"English","WS",19,"Male","Secondary",24,24
53428,"English","WS",20,"Female","Some Graduate",214,214
53429,"English","WS",20,"Male","College",77,77
53430,"English","WS",20,"Female","College",291,291
53431,"English","WS",20,"Female","College",538,538
53432,"English","WS",20,"Female","College",44,44
53433,"English","WS",20,"Female","Graduate",435,435
53434,"English","WS",20,"Female","College",77,77
53435,"English","WS",20,"Female","Graduate",28,28
53436,"English","WS",20,"Male","College",89,89
53437,"English","WS",20,"Male","Some College",38,38
53438,"English","WS",20,"Female","Secondary",439,439
53439,"English","WS",20,"Female","Graduate",37,37
53440,"English","WS",20,"Male","College",34,34
53441,"English","WS",20,"Male","Graduate",51,51
53442,"English","WS",20,"Male","Graduate",207,207
53443,"English","WS",20,"Female","Graduate",262,262
53444,"English","WS",20,"Female","Some Secondary",20,20
53445,"English","WS",20,"Female","Graduate",69,69
53446,"English","WS",20,"Male","Graduate",631,631
53447,"English","WS",20,"Female","Graduate",122,122
53448,"English","WS",20,"Male","Graduate",180,180
53449,"English","WS",20,"Female","College",78,78
53450,"English","WS",20,"Male","Graduate",40,40
53451,"English","WS",20,"Female","Secondary",76,76
53452,"English","WS",20,"Female","Secondary",50,50
53453,"English","WS",20,"Female","Graduate",89,89
53454,"English","WS",20,"Male","Graduate",420,420
53455,"English","WS",20,"Male","College",63,63
53456,"English","WS",20,"Male","Graduate",153,153
53457,"English","WS",20,"Male","College",372,372
53458,"English","WS",21,"Female","Graduate",29,29
53459,"English","WS",21,"Female","Graduate",42,42
53460,"English","WS",21,"Female","Some Secondary",39,39
53461,"English","WS",21,"Female","College",356,356
53462,"English","WS",21,"Male","Secondary",3,3
53463,"English","WS",21,"Female","Graduate",91,91
53464,"English","WS",21,"Male","Some Secondary",8,8
53465,"English","WS",21,"Female","Some Graduate",60,60
53466,"English","WS",21,"Female","Graduate",142,142
53467,"English","WS",22,"Male","Some College",183,183
53468,"English","WS",22,"Female","Graduate",161,161
53469,"English","WS",22,"Female","Some Secondary",505,505
53470,"English","WS",22,"Male","College",466,466
53471,"English","WS",22,"Male","Secondary",634,634
53472,"English","WS",22,"Female","Some Graduate",462,462
53473,"English","WS",22,"Female","Graduate",97,97
53474,"English","WS",22,"Female","Graduate",50,50
53475,"English","WS",22,"Female","Graduate",415,415
53476,"English","WS",23,"Male","College",328,328
53477,"English","WS",23,"Female","Graduate",175,175
53478,"English","WS",23,"Male","Graduate",72,72
53479,"English","WS",23,"Female","Some College",357,357
53480,"English","WS",23,"Female","Graduate",76,76
53481,"English","WS",23,"Female","College",551,551
53482,"English","WS",23,"Male","College",352,352
53483,"English","WS",23,"Male","Secondary",156,156
53484,"English","WS",23,"Male","College",520,520
53485,"English","WS",23,"Male","Secondary",570,570
53486,"English","WS",23,"Female","Graduate",187,187
53487,"English","WS",23,"Female","College",535,535
53488,"English","WS",23,"Female","College",23,23
53489,"English","WS",23,"Male","Some College",94,94
53490,"English","WS",23,"Male","Secondary",247,247
53491,"English","WS",23,"Male","Some College",162,162
53492,"English","WS",23,"Female","College",24,24
53493,"English","WS",23,"Male","Graduate",434,434
53494,"English","WS",23,"Male","College",124,124
53495,"English","WS",23,"Male","College",442,442
53496,"English","WS",23,"Male","Graduate",346,346
53497,"English","WS",23,"Female","Secondary",213,213
53498,"English","WS",24,"Male","Graduate",433,433
53499,"English","WS",24,"Female","Some College",423,423
53500,"English","WS",24,"Female","College",469,469
53501,"English","WS",24,"Female","Graduate",337,337
53502,"English","WS",24,"Male","College",323,323
53503,"English","WS",24,"Female","College",141,141
53504,"English","WS",24,"Female","Graduate",240,240
53505,"English","WS",24,"Female","Graduate",500,500
53506,"English","WS",24,"Female","Some College",135,135
53507,"English","WS",24,"Male","Secondary",201,201
53508,"English","WS",24,"Female","Secondary",480,480
53509,"English","WS",24,"Male","College",122,122
53510,"English","WS",24,"Female","College",420,420
53511,"English","WS",24,"Male","Some College",53,53
53512,"English","WS",24,"Male","Graduate",415,415
53513,"English","WS",24,"Female","College",122,122
53514,"English","WS",24,"Female","Graduate",421,421
53515,"English","WS",24,"Female","Some College",318,318
53516,"English","WS",24,"Female","Some College",666,666
53517,"English","WS",24,"Female","Graduate",136,136
53518,"English","WS",24,"Male","Graduate",82,82
53519,"English","WS",24,"Male","Some College",451,451
53520,"English","WS",24,"Male","Some College",307,307
53521,"English","WS",24,"Male","Some College",35,35
53522,"English","WS",24,"Male","Some College",43,43
53523,"English","WS",24,"Female","Graduate",85,85
53524,"English","WS",24,"Male","Graduate",179,179
53525,"English","WS",24,"Female","Graduate",395,395
53526,"English","WS",24,"Female","Graduate",360,360
53527,"English","WS",24,"Male","Graduate",572,572
53528,"English","WS",24,"Male","Graduate",381,381
53529,"English","WS",24,"Female","Graduate",135,135
53530,"English","WS",24,"Male","Some College",178,178
53531,"English","WS",24,"Male","Some College",568,568
53532,"English","WS",24,"Male","Some College",23,23
